ham,tropical fruit,butter,yogurt,processed cheese,white bread,soda,fruit/vegetable juice,specialty bar,,,,,,,,,,,,,,,,,,,,,,,
canned beer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
beef,root vegetables,white wine,shopping bags,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bottled beer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
soda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
whole milk,newspapers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
napkins,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bottled beer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
beverages,rolls/buns,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
root vegetables,sugar,cat food,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
citrus fruit,butter,UHT-milk,margarine,bottled beer,,,,,,,,,,,,,,,,,,,,,,,,,,,
berries,yogurt,cat food,chocolate,,,,,,,,,,,,,,,,,,,,,,,,,,,,
chicken,pork,other vegetables,whole milk,whipped/sour cream,UHT-milk,domestic eggs,rolls/buns,bottled water,soda,fruit/vegetable juice,bottled beer,,,,,,,,,,,,,,,,,,,,
frankfurter,citrus fruit,tropical fruit,whole milk,butter,whipped/sour cream,,,,,,,,,,,,,,,,,,,,,,,,,,
sausage,root vegetables,soda,bottled beer,salty snack,popcorn,,,,,,,,,,,,,,,,,,,,,,,,,,
sausage,rolls/buns,bottled beer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
other vegetables,whole milk,cream cheese ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bottled beer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
root vegetables,other vegetables,white bread,sparkling wine,,,,,,,,,,,,,,,,,,,,,,,,,,,,
frozen meals,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rolls/buns,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sausage,soda,newspapers,shopping bags,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sausage,tropical fruit,whole milk,dessert,butter milk,yogurt,soft cheese,sliced cheese,ice cream,white bread,coffee,soda,salty snack,long life bakery product,chewing gum,chocolate,napkins,newspapers,shopping bags,,,,,,,,,,,,,
canned beer,newspapers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sausage,whole milk,cream cheese ,brown bread,,,,,,,,,,,,,,,,,,,,,,,,,,,,
whole milk,frozen vegetables,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
beverages,soda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sausage,hamburger meat,tropical fruit,root vegetables,whole milk,UHT-milk,domestic eggs,rolls/buns,semi-finished bread,margarine,pickled vegetables,soda,fruit/vegetable juice,,,,,,,,,,,,,,,,,,,
frankfurter,curd cheese,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tropical fruit,pip fruit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
canned beer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tropical fruit,pip fruit,yogurt,frozen vegetables,artif. sweetener,,,,,,,,,,,,,,,,,,,,,,,,,,,
soda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
onions,vinegar,pet care,specialty bar,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bags,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
domestic eggs,rolls/buns,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
hamburger meat,rice,soups,sauces,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pork,citrus fruit,tropical fruit,root vegetables,other vegetables,curd,hygiene articles,,,,,,,,,,,,,,,,,,,,,,,,,
sausage,other vegetables,butter,whipped/sour cream,cream,roll products ,oil,white wine,flower (seeds),,,,,,,,,,,,,,,,,,,,,,,
whole milk,yogurt,bottled beer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
hamburger meat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
citrus fruit,pip fruit,white bread,brown bread,pastry,waffles,,,,,,,,,,,,,,,,,,,,,,,,,,
soda,bottled beer,shopping bags,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tropical fruit,other vegetables,whole milk,curd,yogurt,frozen vegetables,frozen dessert,rolls/buns,soda,liquor (appetizer),waffles,candy,seasonal products,candles,,,,,,,,,,,,,,,,,,
whole milk,hard cheese,sugar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
beef,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pip fruit,herbs,other vegetables,whole milk,coffee,female sanitary products,hygiene articles,shopping bags,,,,,,,,,,,,,,,,,,,,,,,,
frozen vegetables,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
canned beer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sausage,sliced cheese,canned beer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rolls/buns,coffee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
citrus fruit,tropical fruit,root vegetables,herbs,other vegetables,whole milk,yogurt,bottled water,bottled beer,,,,,,,,,,,,,,,,,,,,,,,
meat,rolls/buns,pastry,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
chicken,root vegetables,other vegetables,whole milk,butter,yogurt,specialty cheese,domestic eggs,pastry,rice,canned fish,misc. beverages,detergent,house keeping products,,,,,,,,,,,,,,,,,,
sausage,ham,root vegetables,other vegetables,soft cheese,sliced cheese,mustard,specialty vegetables,bottled beer,rum,long life bakery product,,,,,,,,,,,,,,,,,,,,,
sugar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dog food,detergent,hygiene articles,napkins,newspapers,pot plants,,,,,,,,,,,,,,,,,,,,,,,,,,
whole milk,pastry,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bottled water,canned beer,white wine,specialty bar,shopping bags,,,,,,,,,,,,,,,,,,,,,,,,,,,
dessert,long life bakery product,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
meat,chicken,pork,packaged fruit/vegetables,rolls/buns,pastry,rice,fruit/vegetable juice,,,,,,,,,,,,,,,,,,,,,,,,
bottled beer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pip fruit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
citrus fruit,curd,pastry,margarine,sugar,candy,newspapers,,,,,,,,,,,,,,,,,,,,,,,,,
pork,whole milk,margarine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
frozen dessert,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
margarine,hygiene articles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rolls/buns,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
other vegetables,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sausage,rolls/buns,soda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sausage,hamburger meat,root vegetables,onions,meat spreads,napkins,newspapers,,,,,,,,,,,,,,,,,,,,,,,,,
margarine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
white bread,chocolate,shopping bags,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
root vegetables,other vegetables,whole milk,sliced cheese,rolls/buns,cat food,shopping bags,,,,,,,,,,,,,,,,,,,,,,,,,
citrus fruit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
oil,bottled water,long life bakery product,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
berries,chewing gum,seasonal products,newspapers,,,,,,,,,,,,,,,,,,,,,,,,,,,,
specialty cheese,hygiene articles,newspapers,shopping bags,,,,,,,,,,,,,,,,,,,,,,,,,,,,
whipped/sour cream,frozen vegetables,frozen meals,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
chocolate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bottled beer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
canned beer,shopping bags,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dessert,beverages,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pork,root vegetables,beverages,white bread,sugar,,,,,,,,,,,,,,,,,,,,,,,,,,,
frozen vegetables,frozen dessert,semi-finished bread,margarine,long life bakery product,candy,detergent,,,,,,,,,,,,,,,,,,,,,,,,,
frankfurter,margarine,bottled beer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fruit/vegetable juice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
curd,yogurt,whipped/sour cream,ice cream,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tropical fruit,whole milk,curd,yogurt,brown bread,pastry,cereals,seasonal products,,,,,,,,,,,,,,,,,,,,,,,,
beef,pip fruit,root vegetables,whole milk,yogurt,flour,dog food,canned beer,,,,,,,,,,,,,,,,,,,,,,,,
sausage,other vegetables,whole milk,dessert,domestic eggs,rolls/buns,white bread,bottled water,soda,chocolate,detergent,shopping bags,,,,,,,,,,,,,,,,,,,,
pork,beef,soda,canned beer,,,,,,,,,,,,,,,,,,,,,,,,,,,,
whole milk,frozen vegetables,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
frankfurter,pork,beef,tropical fruit,root vegetables,other vegetables,butter,rolls/buns,pastry,coffee,fruit/vegetable juice,chocolate,hygiene articles,newspapers,,,,,,,,,,,,,,,,,,
soda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
domestic eggs,rolls/buns,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
root vegetables,other vegetables,whole milk,yogurt,fruit/vegetable juice,white wine,,,,,,,,,,,,,,,,,,,,,,,,,,
canned beer,newspapers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
butter,oil,cling film/bags,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
citrus fruit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sausage,beef,whole milk,rolls/buns,pastry,fruit/vegetable juice,,,,,,,,,,,,,,,,,,,,,,,,,,
zwieback,long life bakery product,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
other vegetables,whole milk,margarine,jam,salty snack,shopping bags,,,,,,,,,,,,,,,,,,,,,,,,,,
other vegetables,curd,yogurt,UHT-milk,brown bread,bottled water,newspapers,shopping bags,,,,,,,,,,,,,,,,,,,,,,,,
ham,beef,tropical fruit,whole milk,curd,yogurt,rolls/buns,ready soups,cat food,,,,,,,,,,,,,,,,,,,,,,,
fish,whole milk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
frozen dessert,bottled water,soda,bottled beer,,,,,,,,,,,,,,,,,,,,,,,,,,,,
citrus fruit,rolls/buns,flour,margarine,sugar,mustard,cat food,soda,bottled beer,nut snack,newspapers,shopping bags,,,,,,,,,,,,,,,,,,,,
bottled beer,liquor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
whole milk,processed cheese,spread cheese,rolls/buns,,,,,,,,,,,,,,,,,,,,,,,,,,,,
yogurt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
canned beer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
soft cheese,frozen meals,domestic eggs,rolls/buns,cat food,,,,,,,,,,,,,,,,,,,,,,,,,,,
cocoa drinks,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
liquor,salty snack,chocolate,specialty chocolate,specialty bar,seasonal products,shopping bags,,,,,,,,,,,,,,,,,,,,,,,,,
newspapers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
frankfurter,other vegetables,whipped/sour cream,specialty cheese,domestic eggs,rolls/buns,hygiene articles,napkins,,,,,,,,,,,,,,,,,,,,,,,,
fruit/vegetable juice,nut snack,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rolls/buns,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rolls/buns,brown bread,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
yogurt,frozen vegetables,decalcifier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
frankfurter,tropical fruit,whole milk,brown bread,mustard,baking powder,meat spreads,fruit/vegetable juice,shopping bags,,,,,,,,,,,,,,,,,,,,,,,
citrus fruit,UHT-milk,napkins,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
spread cheese,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
beef,spread cheese,rolls/buns,white wine,shopping bags,,,,,,,,,,,,,,,,,,,,,,,,,,,
other vegetables,whole milk,yogurt,rolls/buns,female sanitary products,hygiene articles,,,,,,,,,,,,,,,,,,,,,,,,,,
bottled water,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ham,root vegetables,whipped/sour cream,ketchup,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sausage,pip fruit,curd,soda,canned beer,cake bar,shopping bags,,,,,,,,,,,,,,,,,,,,,,,,,
yogurt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tropical fruit,whole milk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
citrus fruit,onions,beverages,margarine,bottled beer,napkins,,,,,,,,,,,,,,,,,,,,,,,,,,
onions,roll products ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tropical fruit,whole milk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sausage,grapes,sliced cheese,cream cheese ,ice cream,salty snack,waffles,chewing gum,napkins,,,,,,,,,,,,,,,,,,,,,,,
pork,bottled water,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
whole milk,bottled water,rum,waffles,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pip fruit,yogurt,bottled water,canned beer,chewing gum,napkins,,,,,,,,,,,,,,,,,,,,,,,,,,
frankfurter,tropical fruit,root vegetables,rolls/buns,mustard,canned fish,misc. beverages,bottled beer,shopping bags,,,,,,,,,,,,,,,,,,,,,,,
sausage,meat,grapes,root vegetables,other vegetables,rolls/buns,canned beer,,,,,,,,,,,,,,,,,,,,,,,,,
chicken,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tropical fruit,brown bread,specialty bar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
chicken,tropical fruit,root vegetables,other vegetables,whole milk,dessert,yogurt,pastry,newspapers,,,,,,,,,,,,,,,,,,,,,,,
canned beer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
frankfurter,sausage,chicken,other vegetables,whole milk,curd,semi-finished bread,candy,detergent,,,,,,,,,,,,,,,,,,,,,,,
chicken,pip fruit,other vegetables,whole milk,dessert,yogurt,whipped/sour cream,rolls/buns,pasta,soda,waffles,,,,,,,,,,,,,,,,,,,,,
tropical fruit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rolls/buns,oil,bottled water,chewing gum,chocolate marshmallow,hygiene articles,napkins,,,,,,,,,,,,,,,,,,,,,,,,,
grapes,whole milk,butter,rolls/buns,coffee,bottled water,soda,misc. beverages,pot plants,,,,,,,,,,,,,,,,,,,,,,,
sausage,pork,beef,tropical fruit,root vegetables,onions,other vegetables,UHT-milk,sliced cheese,mustard,ketchup,bottled water,soda,waffles,chocolate marshmallow,bathroom cleaner,napkins,newspapers,,,,,,,,,,,,,,
root vegetables,other vegetables,packaged fruit/vegetables,rolls/buns,canned beer,red/blush wine,,,,,,,,,,,,,,,,,,,,,,,,,,
butter,bottled water,liquor,specialty bar,dishes,shopping bags,,,,,,,,,,,,,,,,,,,,,,,,,,
sausage,ham,pip fruit,whole milk,curd,butter milk,yogurt,sliced cheese,,,,,,,,,,,,,,,,,,,,,,,,
packaged fruit/vegetables,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
citrus fruit,other vegetables,UHT-milk,domestic eggs,white bread,pickled vegetables,,,,,,,,,,,,,,,,,,,,,,,,,,
whole milk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
shopping bags,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
whole milk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sausage,rolls/buns,white wine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
frankfurter,rolls/buns,bottled water,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bottled beer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
chicken,tropical fruit,whole milk,pastry,soda,long life bakery product,waffles,chocolate,,,,,,,,,,,,,,,,,,,,,,,,
sausage,whole milk,rolls/buns,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
whole milk,yogurt,rolls/buns,waffles,specialty bar,,,,,,,,,,,,,,,,,,,,,,,,,,,
whole milk,bottled water,bottled beer,newspapers,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sausage,other vegetables,dessert,domestic eggs,pastry,napkins,,,,,,,,,,,,,,,,,,,,,,,,,,
whole milk,butter milk,yogurt,rolls/buns,white bread,mustard,pickled vegetables,sweet spreads,canned fish,soda,misc. beverages,long life bakery product,specialty chocolate,shopping bags,,,,,,,,,,,,,,,,,,
onions,yogurt,ice cream,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
citrus fruit,UHT-milk,cream cheese ,frozen vegetables,,,,,,,,,,,,,,,,,,,,,,,,,,,,
beverages,rolls/buns,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
other vegetables,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dessert,yogurt,soft cheese,soda,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bottled beer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
berries,liquor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
whole milk,white bread,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
root vegetables,other vegetables,dessert,whipped/sour cream,domestic eggs,pastry,chocolate,softener,,,,,,,,,,,,,,,,,,,,,,,,
other vegetables,whipped/sour cream,condensed milk,salt,,,,,,,,,,,,,,,,,,,,,,,,,,,,
frankfurter,rolls/buns,pastry,vinegar,mustard,specialty chocolate,,,,,,,,,,,,,,,,,,,,,,,,,,
citrus fruit,tropical fruit,whole milk,coffee,,,,,,,,,,,,,,,,,,,,,,,,,,,,
citrus fruit,whole milk,semi-finished bread,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
condensed milk,pastry,coffee,soda,red/blush wine,salty snack,nut snack,long life bakery product,waffles,cookware,,,,,,,,,,,,,,,,,,,,,,
sausage,butter milk,rolls/buns,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
citrus fruit,whipped/sour cream,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
whole milk,pet care,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
whole milk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
frankfurter,meat,hamburger meat,berries,whole milk,butter,pasta,honey,coffee,fruit/vegetable juice,napkins,,,,,,,,,,,,,,,,,,,,,
beverages,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
onions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pip fruit,coffee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
frozen vegetables,rolls/buns,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bottled water,misc. beverages,bottled beer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
other vegetables,domestic eggs,napkins,dishes,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rolls/buns,misc. beverages,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
frankfurter,other vegetables,zwieback,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sausage,rolls/buns,soda,chocolate,,,,,,,,,,,,,,,,,,,,,,,,,,,,
condensed milk,bottled water,fruit/vegetable juice,bottled beer,canned beer,,,,,,,,,,,,,,,,,,,,,,,,,,,
canned beer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
meat,other vegetables,whole milk,rolls/buns,shopping bags,,,,,,,,,,,,,,,,,,,,,,,,,,,
sausage,butter,hard cheese,domestic eggs,,,,,,,,,,,,,,,,,,,,,,,,,,,,
hard cheese,rolls/buns,bottled water,newspapers,,,,,,,,,,,,,,,,,,,,,,,,,,,,
canned beer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
berries,root vegetables,other vegetables,curd,butter milk,cream cheese ,roll products ,margarine,misc. beverages,specialty chocolate,detergent,,,,,,,,,,,,,,,,,,,,,
tropical fruit,other vegetables,yogurt,domestic eggs,rolls/buns,pastry,semi-finished bread,zwieback,oil,margarine,organic products,coffee,bottled water,soda,snack products,waffles,chocolate marshmallow,candy,seasonal products,,,,,,,,,,,,,
sausage,ham,yogurt,sugar,misc. beverages,abrasive cleaner,cleaner,dishes,,,,,,,,,,,,,,,,,,,,,,,,
pork,other vegetables,whipped/sour cream,frozen vegetables,cereals,cat food,fruit/vegetable juice,cake bar,specialty chocolate,specialty bar,napkins,newspapers,shopping bags,,,,,,,,,,,,,,,,,,,
tropical fruit,berries,onions,butter,yogurt,coffee,soda,fruit/vegetable juice,specialty bar,,,,,,,,,,,,,,,,,,,,,,,
other vegetables,curd,whipped/sour cream,pastry,baking powder,canned fruit,,,,,,,,,,,,,,,,,,,,,,,,,,
canned beer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
whole milk,whipped/sour cream,rolls/buns,pot plants,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pork,root vegetables,onions,bottled water,soda,,,,,,,,,,,,,,,,,,,,,,,,,,,
citrus fruit,berries,curd,yogurt,soda,,,,,,,,,,,,,,,,,,,,,,,,,,,
soda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sausage,root vegetables,other vegetables,whole milk,curd,yogurt,hard cheese,white bread,,,,,,,,,,,,,,,,,,,,,,,,
berries,root vegetables,other vegetables,butter milk,yogurt,mayonnaise,zwieback,shopping bags,,,,,,,,,,,,,,,,,,,,,,,,
beef,root vegetables,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
chicken,beef,whole milk,curd,brown bread,pastry,sauces,pickled vegetables,bottled water,soda,salty snack,waffles,specialty bar,napkins,light bulbs,,,,,,,,,,,,,,,,,
coffee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
whipped/sour cream,candy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
chicken,pip fruit,other vegetables,butter,soft cheese,frozen vegetables,long life bakery product,candles,,,,,,,,,,,,,,,,,,,,,,,,
citrus fruit,pip fruit,root vegetables,whole milk,coffee,popcorn,chewing gum,detergent,newspapers,shopping bags,,,,,,,,,,,,,,,,,,,,,,
pork,processed cheese,bottled beer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pip fruit,beverages,frozen meals,long life bakery product,chocolate,napkins,,,,,,,,,,,,,,,,,,,,,,,,,,
whole milk,yogurt,hard cheese,rolls/buns,bottled water,,,,,,,,,,,,,,,,,,,,,,,,,,,
baking powder,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
whole milk,yogurt,cream cheese ,oil,pickled vegetables,cat food,misc. beverages,long life bakery product,chocolate,specialty bar,dishes,,,,,,,,,,,,,,,,,,,,,
finished products,seasonal products,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
whole milk,processed cheese,pastry,soda,,,,,,,,,,,,,,,,,,,,,,,,,,,,
curd cheese,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
beef,citrus fruit,tropical fruit,pip fruit,dessert,cream cheese ,rolls/buns,chocolate,,,,,,,,,,,,,,,,,,,,,,,,
red/blush wine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
meat,citrus fruit,whole milk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
canned beer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
frankfurter,pip fruit,other vegetables,yogurt,spread cheese,rolls/buns,white bread,pastry,coffee,soda,waffles,hygiene articles,,,,,,,,,,,,,,,,,,,,
UHT-milk,sugar,coffee,canned beer,,,,,,,,,,,,,,,,,,,,,,,,,,,,
soda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
frozen vegetables,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
whole milk,butter milk,rolls/buns,margarine,bottled water,fruit/vegetable juice,,,,,,,,,,,,,,,,,,,,,,,,,,
frankfurter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
onions,rolls/buns,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pip fruit,soft cheese,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sausage,mayonnaise,misc. beverages,candy,,,,,,,,,,,,,,,,,,,,,,,,,,,,
beef,pip fruit,whole milk,butter,curd,yogurt,condensed milk,white bread,detergent,,,,,,,,,,,,,,,,,,,,,,,
dessert,fruit/vegetable juice,newspapers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
whipped/sour cream,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
soda,specialty chocolate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
beef,root vegetables,herbs,curd,rolls/buns,bottled beer,,,,,,,,,,,,,,,,,,,,,,,,,,
salty snack,dental care,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sausage,meat,root vegetables,other vegetables,whole milk,butter milk,yogurt,pastry,waffles,,,,,,,,,,,,,,,,,,,,,,,
whipped/sour cream,ice cream,rolls/buns,semi-finished bread,soda,,,,,,,,,,,,,,,,,,,,,,,,,,,
hamburger meat,pastry,soda,canned beer,detergent,softener,hygiene articles,shopping bags,,,,,,,,,,,,,,,,,,,,,,,,
rolls/buns,margarine,bottled water,bottled beer,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bottled beer,liquor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
yogurt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
canned beer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
other vegetables,whole milk,yogurt,rolls/buns,brown bread,coffee,soda,fruit/vegetable juice,bottled beer,chocolate,specialty chocolate,specialty bar,napkins,dishes,,,,,,,,,,,,,,,,,,
ham,tropical fruit,ice cream,semi-finished bread,chocolate marshmallow,,,,,,,,,,,,,,,,,,,,,,,,,,,
citrus fruit,oil,misc. beverages,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
whole milk,sliced cheese,domestic eggs,artif. sweetener,bottled water,soda,shopping bags,,,,,,,,,,,,,,,,,,,,,,,,,
other vegetables,whole milk,yogurt,whipped/sour cream,rolls/buns,waffles,seasonal products,,,,,,,,,,,,,,,,,,,,,,,,,
canned beer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
citrus fruit,whole milk,butter milk,UHT-milk,domestic eggs,rolls/buns,semi-finished bread,margarine,bottled water,,,,,,,,,,,,,,,,,,,,,,,
frankfurter,tropical fruit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
citrus fruit,pip fruit,root vegetables,UHT-milk,coffee,candles,,,,,,,,,,,,,,,,,,,,,,,,,,
pip fruit,napkins,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
other vegetables,white bread,soda,bottled beer,,,,,,,,,,,,,,,,,,,,,,,,,,,,
chicken,pork,frozen vegetables,margarine,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tropical fruit,whole milk,hard cheese,rolls/buns,pastry,canned vegetables,pot plants,,,,,,,,,,,,,,,,,,,,,,,,,
root vegetables,cream cheese ,spread cheese,frozen dessert,white bread,bottled water,soda,misc. beverages,fruit/vegetable juice,bottled beer,,,,,,,,,,,,,,,,,,,,,,
tropical fruit,margarine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
chewing gum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
citrus fruit,root vegetables,dessert,yogurt,UHT-milk,brown bread,,,,,,,,,,,,,,,,,,,,,,,,,,
curd,cake bar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
beef,root vegetables,whole milk,pastry,soda,waffles,candy,,,,,,,,,,,,,,,,,,,,,,,,,
